215205	5.0
215139	5.0
215101	5.0
146810	5.0
134387	5.0
212062	5.0
212253	5.0
214236	5.0
214182	5.0
134346	5.0
212609	5.0
214102	5.0
212629	5.0
212651	5.0
213952	5.0
213918	5.0
212715	5.0
213644	5.0
212737	5.0
134310	5.0
213445	5.0
212741	5.0
268032	5.0
213365	5.0
212779	5.0
268034	5.0
272463	5.0
212955	5.0
213177	5.0
285265	5.0
146946	5.0
272073	5.0
145620	5.0
172149	5.0
172071	5.0
172055	5.0
172031	5.0
172025	5.0
266918	5.0
145330	5.0
176593	5.0
171979	5.0
171973	5.0
176673	5.0
176709	5.0
171849	5.0
176719	5.0
177183	5.0
177459	5.0
267052	5.0
177541	5.0
177551	5.0
174771	5.0
171279	5.0
144960	5.0
170867	5.0
170855	5.0
170791	5.0
279542	5.0
83161	5.0
178135	5.0
178143	5.0
144754	5.0
170429	5.0
178157	5.0
178185	5.0
178193	5.0
178203	5.0
178223	5.0
170229	5.0
147402	5.0
178247	5.0
178251	5.0
285201	5.0
169940	5.0
178281	5.0
178297	5.0
169858	5.0
178409	5.0
169820	5.0
169818	5.0
272097	5.0
266808	5.0
147506	5.0
178417	5.0
169338	5.0
178445	5.0
169316	5.0
178455	5.0
169232	5.0
147615	5.0
169042	5.0
169006	5.0
147674	5.0
178643	5.0
178691	5.0
178709	5.0
168706	5.0
178739	5.0
168644	5.0
178761	5.0
178763	5.0
168526	5.0
178765	5.0
282387	5.0
178845	5.0
266794	5.0
168390	5.0
178875	5.0
147966	5.0
144184	5.0
167820	5.0
148084	5.0
167708	5.0
179273	5.0
174785	5.0
148122	5.0
179305	5.0
148126	5.0
285585	5.0
267216	5.0
179391	5.0
148164	5.0
167464	5.0
167458	5.0
167402	5.0
148254	5.0
167368	5.0
144054	5.0
148262	5.0
148264	5.0
167308	5.0
174295	5.0
166900	5.0
174279	5.0
143888	5.0
179531	5.0
143833	5.0
285135	5.0
179567	5.0
267378	5.0
143699	5.0
165787	5.0
165775	5.0
165765	5.0
165745	5.0
282155	5.0
148741	5.0
266742	5.0
165285	5.0
143579	5.0
282157	5.0
272173	5.0
179685	5.0
179731	5.0
174787	5.0
285119	5.0
164765	5.0
179939	5.0
272195	5.0
164624	5.0
164620	5.0
143422	5.0
149009	5.0
271785	5.0
180193	5.0
180409	5.0
266734	5.0
180501	5.0
180549	5.0
163685	5.0
163679	5.0
285621	5.0
266684	5.0
180585	5.0
163613	5.0
99243	5.0
267382	5.0
143269	5.0
180913	5.0
267048	5.0
181063	5.0
174251	5.0
162734	5.0
143172	5.0
276277	5.0
181495	5.0
181509	5.0
181521	5.0
267038	5.0
285629	5.0
266682	5.0
181525	5.0
162022	5.0
174101	5.0
161902	5.0
181561	5.0
181765	5.0
182437	5.0
182461	5.0
161766	5.0
182523	5.0
182589	5.0
285643	5.0
174039	5.0
161470	5.0
273475	5.0
267558	5.0
182923	5.0
285669	5.0
281050	5.0
271783	5.0
160970	5.0
160822	5.0
183023	5.0
183035	5.0
183041	5.0
142809	5.0
160592	5.0
183213	5.0
160513	5.0
279642	5.0
183275	5.0
281166	5.0
273481	5.0
160028	5.0
266652	5.0
142699	5.0
267570	5.0
159904	5.0
183371	5.0
159797	5.0
183647	5.0
159471	5.0
274293	5.0
183749	5.0
183761	5.0
273485	5.0
159349	5.0
183763	5.0
150336	5.0
159135	5.0
159125	5.0
183947	5.0
173967	5.0
184143	5.0
159053	5.0
184145	5.0
159048	5.0
184245	5.0
184283	5.0
267602	5.0
158836	5.0
184293	5.0
285813	5.0
142288	5.0
184437	5.0
158378	5.0
158370	5.0
184541	5.0
150766	5.0
174789	5.0
